id,obs_id,choice,chosen_alt,av_car,av_bus,av_air,av_rail,time_car,time_bus,time_air,time_rail,cost_car,cost_bus,cost_air,cost_rail,access_bus,access_air,access_rail,service_air,service_rail,female,business,income
208,2902,1,car,1,1,1,0,390,390,80,0,30,30,80,0,10,35,0,1,0,1,0,4
208,2903,1,car,1,1,1,0,300,390,70,0,45,25,95,0,20,50,0,3,0,1,0,4
208,2904,1,car,1,1,1,0,275,420,80,0,30,20,95,0,20,35,0,3,0,1,0,4
208,2905,1,car,1,1,1,0,300,420,50,0,40,20,110,0,5,50,0,2,0,1,0,4
208,2906,1,car,1,1,1,0,345,420,60,0,35,20,110,0,25,45,0,2,0,1,0,4
208,2907,1,car,1,1,1,0,250,360,60,0,40,30,95,0,25,45,0,1,0,1,0,4
208,2908,3,air,1,1,1,0,250,420,50,0,40,15,95,0,10,40,0,1,0,1,0,4
208,2909,1,car,1,1,1,0,345,390,90,0,35,15,65,0,10,50,0,3,0,1,0,4
208,2910,3,air,1,1,1,0,390,390,50,0,35,15,95,0,5,40,0,2,0,1,0,4
208,2911,3,air,1,1,1,0,250,420,90,0,45,15,50,0,20,35,0,3,0,1,0,4
208,2912,1,car,1,1,1,0,250,390,90,0,40,20,65,0,15,35,0,3,0,1,0,4
209,2913,4,rail,0,1,1,1,0,390,70,130,0,15,95,75,10,45,15,2,3,0,0,1
209,2914,4,rail,0,1,1,1,0,345,60,120,0,35,95,45,25,50,5,3,1,0,0,1
209,2915,3,air,0,1,1,1,0,390,90,120,0,20,50,75,20,50,5,1,2,0,0,1
209,2916,2,bus,0,1,1,1,0,420,50,130,0,15,110,75,10,45,15,2,3,0,0,1
209,2917,2,bus,0,1,1,1,0,420,90,130,0,15,65,65,20,35,20,3,1,0,0,1
209,2918,4,rail,0,1,1,1,0,390,80,155,0,15,65,45,10,50,20,3,1,0,0,1
209,2919,2,bus,0,1,1,1,0,330,80,155,0,30,50,65,10,45,15,1,3,0,0,1
209,2920,2,bus,0,1,1,1,0,390,90,130,0,15,80,65,5,40,20,3,1,0,0,1
209,2921,4,rail,0,1,1,1,0,420,50,155,0,20,80,35,15,50,10,1,3,0,0,1
209,2922,4,rail,0,1,1,1,0,360,50,155,0,30,80,45,20,55,5,2,3,0,0,1
209,2923,2,bus,0,1,1,1,0,390,50,120,0,35,95,75,25,35,15,1,2,0,0,1
209,2924,4,rail,0,1,1,1,0,330,90,155,0,30,65,45,15,35,20,3,1,0,0,1
209,2925,4,rail,0,1,1,1,0,360,90,120,0,30,65,55,25,35,25,3,2,0,0,1
209,2926,4,rail,0,1,1,1,0,390,70,120,0,35,95,55,20,45,10,1,1,0,0,1
210,2927,3,air,1,1,1,1,390,390,90,130,35,35,50,75,20,35,25,1,2,1,0,4
210,2928,1,car,1,1,1,1,300,300,80,170,30,35,110,55,10,40,25,3,2,1,0,4
210,2929,4,rail,1,1,1,1,345,345,90,130,45,25,50,35,10,55,5,2,3,1,0,4
210,2930,4,rail,1,1,1,1,390,390,50,155,35,35,80,55,5,55,15,2,1,1,0,4
210,2931,1,car,1,1,1,1,300,330,80,120,45,35,95,55,20,45,5,1,3,1,0,4
210,2932,1,car,1,1,1,1,345,420,60,170,30,15,65,45,15,55,10,1,2,1,0,4
210,2933,4,rail,1,1,1,1,345,420,80,120,30,20,80,75,15,50,10,1,2,1,0,4
210,2934,4,rail,1,1,1,1,275,360,90,170,35,30,80,35,15,35,20,2,3,1,0,4
210,2935,4,rail,1,1,1,1,275,420,70,120,50,25,95,45,20,50,15,1,3,1,0,4
210,2936,4,rail,1,1,1,1,275,360,80,120,50,30,95,45,15,35,20,1,2,1,0,4
210,2937,3,air,1,1,1,1,300,300,80,170,45,30,50,35,10,55,5,2,3,1,0,4
210,2938,1,car,1,1,1,1,275,360,50,130,50,15,110,65,20,45,15,2,3,1,0,4
210,2939,4,rail,1,1,1,1,250,420,60,130,50,20,65,65,20,50,10,1,2,1,0,4
210,2940,3,air,1,1,1,1,390,420,60,140,35,20,50,55,5,55,5,3,1,1,0,4
211,2941,4,rail,0,1,0,1,0,390,0,170,0,30,0,35,10,0,5,0,2,0,0,2
211,2942,4,rail,0,1,0,1,0,420,0,140,0,20,0,55,15,0,5,0,1,0,0,2
211,2943,4,rail,0,1,0,1,0,420,0,120,0,15,0,75,25,0,5,0,3,0,0,2
211,2944,4,rail,0,1,0,1,0,330,0,170,0,35,0,35,10,0,25,0,2,0,0,2
211,2945,4,rail,0,1,0,1,0,420,0,130,0,20,0,75,25,0,25,0,2,0,0,2
211,2946,4,rail,0,1,0,1,0,300,0,170,0,30,0,35,25,0,10,0,2,0,0,2
211,2947,4,rail,0,1,0,1,0,300,0,120,0,35,0,75,5,0,15,0,3,0,0,2
211,2948,4,rail,0,1,0,1,0,330,0,170,0,20,0,45,10,0,20,0,2,0,0,2
211,2949,4,rail,0,1,0,1,0,420,0,140,0,15,0,55,10,0,10,0,1,0,0,2
211,2950,4,rail,0,1,0,1,0,360,0,140,0,30,0,45,5,0,25,0,3,0,0,2
211,2951,4,rail,0,1,0,1,0,390,0,120,0,25,0,35,25,0,5,0,1,0,0,2
211,2952,4,rail,0,1,0,1,0,390,0,170,0,35,0,35,5,0,25,0,3,0,0,2
211,2953,4,rail,0,1,0,1,0,330,0,140,0,30,0,65,15,0,15,0,2,0,0,2
211,2954,4,rail,0,1,0,1,0,420,0,140,0,25,0,55,15,0,10,0,3,0,0,2
212,2955,4,rail,1,1,1,1,300,330,70,170,40,25,80,35,15,35,25,3,2,1,1,3
212,2956,3,air,1,1,1,1,345,345,90,130,40,30,50,55,15,35,20,2,3,1,1,3
212,2957,4,rail,1,1,1,1,390,390,70,140,35,35,95,45,5,45,20,3,1,1,1,3
212,2958,4,rail,1,1,1,1,345,390,80,130,35,20,50,65,25,55,5,3,2,1,1,3
212,2959,4,rail,1,1,1,1,275,360,80,140,40,25,80,55,25,40,20,2,1,1,1,3
212,2960,4,rail,1,1,1,1,250,420,60,140,50,20,110,55,20,35,25,3,1,1,1,3
212,2961,3,air,1,1,1,1,390,420,50,130,30,20,65,75,20,55,10,1,2,1,1,3
212,2962,4,rail,1,1,1,1,250,420,80,155,35,20,80,55,15,45,20,1,2,1,1,3
212,2963,4,rail,1,1,1,1,300,300,80,140,35,30,95,45,20,35,20,3,2,1,1,3
212,2964,3,air,1,1,1,1,390,390,50,130,30,20,65,75,10,50,10,2,1,1,1,3
212,2965,4,rail,1,1,1,1,275,360,80,155,50,15,110,35,5,35,20,2,1,1,1,3
212,2966,3,air,1,1,1,1,300,390,50,170,40,20,65,45,20,55,5,2,1,1,1,3
212,2967,1,car,1,1,1,1,345,345,70,130,45,25,110,45,20,35,10,3,1,1,1,3
212,2968,3,air,1,1,1,1,275,420,50,120,50,15,50,75,5,55,5,1,3,1,1,3
213,2969,3,air,1,1,1,1,250,360,90,140,45,20,50,65,10,40,20,2,3,0,1,1
213,2970,3,air,1,1,1,1,345,360,60,140,35,30,50,55,25,55,5,2,3,0,1,1
213,2971,3,air,1,1,1,1,275,360,90,130,45,25,65,55,20,35,20,2,3,0,1,1
213,2972,3,air,1,1,1,1,300,420,90,140,40,15,50,55,10,35,25,1,3,0,1,1
213,2973,1,car,1,1,1,1,250,300,70,120,45,35,65,75,20,50,10,1,2,0,1,1
213,2974,3,air,1,1,1,1,390,390,90,140,30,25,50,55,5,50,15,3,1,0,1,1
213,2975,4,rail,1,1,1,1,345,345,90,130,40,35,65,35,10,40,20,3,1,0,1,1
213,2976,4,rail,1,1,1,1,345,345,80,120,45,30,110,45,25,40,5,3,1,0,1,1
213,2977,4,rail,1,1,1,1,345,420,60,170,30,15,110,35,20,40,15,2,1,0,1,1
213,2978,1,car,1,1,1,1,250,390,90,155,45,25,50,55,20,40,20,2,1,0,1,1
213,2979,1,car,1,1,1,1,250,300,80,155,40,35,95,45,10,40,25,3,1,0,1,1
213,2980,4,rail,1,1,1,1,300,300,60,155,45,35,110,65,5,50,20,1,3,0,1,1
213,2981,4,rail,1,1,1,1,275,360,70,120,50,20,110,75,25,40,15,1,3,0,1,1
213,2982,3,air,1,1,1,1,300,300,80,130,50,25,50,75,5,50,15,2,1,0,1,1
214,2983,3,air,1,1,1,1,390,390,50,155,35,20,50,55,15,45,15,2,3,0,1,1
214,2984,4,rail,1,1,1,1,345,390,60,130,40,25,110,45,25,40,10,3,1,0,1,1
214,2985,4,rail,1,1,1,1,390,420,60,130,30,20,95,55,25,55,5,2,1,0,1,1
214,2986,4,rail,1,1,1,1,345,390,50,140,40,25,80,45,20,50,10,3,2,0,1,1
214,2987,1,car,1,1,1,1,390,420,60,140,30,15,110,65,5,40,25,2,1,0,1,1
214,2988,4,rail,1,1,1,1,345,345,80,120,40,35,80,45,25,45,10,3,1,0,1,1
214,2989,1,car,1,1,1,1,300,390,60,170,40,25,65,45,20,55,15,3,2,0,1,1
214,2990,3,air,1,1,1,1,300,390,60,140,50,15,50,65,10,55,5,3,1,0,1,1
214,2991,4,rail,1,1,1,1,345,360,90,120,45,30,95,45,25,40,10,2,3,0,1,1
214,2992,3,air,1,1,1,1,275,360,50,155,50,30,50,45,15,50,10,2,1,0,1,1
214,2993,3,air,1,1,1,1,250,360,70,170,35,20,95,45,5,40,25,3,2,0,1,1
214,2994,4,rail,1,1,1,1,390,390,70,120,30,15,110,65,10,40,25,1,3,0,1,1
214,2995,1,car,1,1,1,1,250,330,70,140,50,15,95,65,10,45,20,3,1,0,1,1
214,2996,4,rail,1,1,1,1,345,360,90,140,40,25,50,35,20,55,5,2,3,0,1,1
215,2997,4,rail,0,1,0,1,0,300,0,170,0,25,0,35,5,0,25,0,2,0,1,3
215,2998,4,rail,0,1,0,1,0,390,0,140,0,25,0,35,20,0,15,0,3,0,1,3
215,2999,4,rail,0,1,0,1,0,390,0,130,0,25,0,75,5,0,15,0,1,0,1,3
215,3000,4,rail,0,1,0,1,0,390,0,120,0,20,0,75,5,0,20,0,3,0,1,3
215,3001,4,rail,0,1,0,1,0,345,0,155,0,35,0,55,15,0,20,0,3,0,1,3
215,3002,4,rail,0,1,0,1,0,300,0,170,0,30,0,35,5,0,25,0,3,0,1,3
215,3003,4,rail,0,1,0,1,0,345,0,130,0,35,0,65,20,0,20,0,3,0,1,3
215,3004,4,rail,0,1,0,1,0,330,0,130,0,30,0,75,15,0,5,0,2,0,1,3
215,3005,4,rail,0,1,0,1,0,360,0,170,0,30,0,55,25,0,20,0,3,0,1,3
215,3006,4,rail,0,1,0,1,0,330,0,155,0,30,0,55,20,0,20,0,1,0,1,3
215,3007,4,rail,0,1,0,1,0,330,0,140,0,30,0,45,10,0,10,0,3,0,1,3
215,3008,4,rail,0,1,0,1,0,390,0,140,0,15,0,65,5,0,20,0,3,0,1,3
215,3009,4,rail,0,1,0,1,0,330,0,120,0,30,0,75,25,0,10,0,2,0,1,3
215,3010,4,rail,0,1,0,1,0,420,0,170,0,20,0,35,15,0,25,0,2,0,1,3
216,3011,3,air,0,0,1,1,0,0,90,140,0,0,80,65,0,35,15,2,1,0,0,4
216,3012,4,rail,0,0,1,1,0,0,70,155,0,0,80,35,0,45,15,1,2,0,0,4
216,3013,4,rail,0,0,1,1,0,0,60,140,0,0,95,75,0,45,10,1,3,0,0,4
216,3014,3,air,0,0,1,1,0,0,70,140,0,0,95,65,0,35,20,2,3,0,0,4
216,3015,3,air,0,0,1,1,0,0,50,130,0,0,80,65,0,35,25,2,1,0,0,4
216,3016,4,rail,0,0,1,1,0,0,70,130,0,0,110,35,0,45,10,3,1,0,0,4
216,3017,3,air,0,0,1,1,0,0,90,120,0,0,50,65,0,55,5,3,1,0,0,4
216,3018,4,rail,0,0,1,1,0,0,80,155,0,0,50,35,0,50,5,1,2,0,0,4
216,3019,4,rail,0,0,1,1,0,0,90,120,0,0,80,55,0,45,15,3,1,0,0,4
216,3020,4,rail,0,0,1,1,0,0,80,170,0,0,80,55,0,40,25,1,2,0,0,4
216,3021,4,rail,0,0,1,1,0,0,70,170,0,0,50,45,0,55,5,3,2,0,0,4
216,3022,4,rail,0,0,1,1,0,0,50,120,0,0,80,75,0,40,10,3,2,0,0,4
216,3023,4,rail,0,0,1,1,0,0,50,120,0,0,95,65,0,50,10,2,1,0,0,4
216,3024,4,rail,0,0,1,1,0,0,60,155,0,0,65,45,0,55,5,1,2,0,0,4
217,3025,4,rail,1,0,1,1,275,0,80,120,50,0,65,45,0,55,5,3,1,0,0,1
217,3026,1,car,1,0,1,1,275,0,70,170,45,0,110,55,0,40,25,2,3,0,0,1
217,3027,4,rail,1,0,1,1,275,0,70,155,45,0,80,35,0,55,5,1,1,0,0,1
217,3028,1,car,1,0,1,1,300,0,60,155,45,0,110,65,0,40,20,2,1,0,0,1
217,3029,1,car,1,0,1,1,390,0,60,155,35,0,95,65,0,45,15,2,3,0,0,1
217,3030,1,car,1,0,1,1,250,0,60,120,50,0,110,65,0,45,20,3,2,0,0,1
217,3031,4,rail,1,0,1,1,250,0,90,170,45,0,50,35,0,35,15,2,3,0,0,1
217,3032,4,rail,1,0,1,1,275,0,70,170,40,0,65,35,0,50,15,2,3,0,0,1
217,3033,1,car,1,0,1,1,275,0,90,155,30,0,65,65,0,40,25,1,2,0,0,1
217,3034,3,air,1,0,1,1,390,0,90,120,30,0,65,65,0,35,15,3,1,0,0,1
217,3035,1,car,1,0,1,1,390,0,60,130,35,0,110,55,0,35,15,2,1,0,0,1
217,3036,3,air,1,0,1,1,300,0,50,170,45,0,50,45,0,55,5,2,1,0,0,1
217,3037,1,car,1,0,1,1,345,0,50,140,30,0,110,65,0,45,15,2,1,0,0,1
217,3038,1,car,1,0,1,1,250,0,80,140,40,0,80,75,0,40,20,1,2,0,0,1
218,3039,1,car,1,0,0,1,250,0,0,130,50,0,0,55,0,0,10,0,1,0,0,3
218,3040,1,car,1,0,0,1,275,0,0,120,50,0,0,65,0,0,10,0,2,0,0,3
218,3041,1,car,1,0,0,1,390,0,0,130,30,0,0,65,0,0,25,0,3,0,0,3
218,3042,1,car,1,0,0,1,300,0,0,130,40,0,0,75,0,0,10,0,3,0,0,3
218,3043,4,rail,1,0,0,1,300,0,0,120,45,0,0,35,0,0,10,0,2,0,0,3
218,3044,4,rail,1,0,0,1,275,0,0,170,30,0,0,35,0,0,25,0,2,0,0,3
218,3045,1,car,1,0,0,1,300,0,0,155,40,0,0,65,0,0,20,0,1,0,0,3
218,3046,4,rail,1,0,0,1,345,0,0,170,35,0,0,35,0,0,15,0,1,0,0,3
218,3047,4,rail,1,0,0,1,250,0,0,170,40,0,0,45,0,0,10,0,2,0,0,3
218,3048,1,car,1,0,0,1,250,0,0,155,40,0,0,75,0,0,25,0,2,0,0,3
218,3049,4,rail,1,0,0,1,345,0,0,155,35,0,0,35,0,0,10,0,1,0,0,3
218,3050,4,rail,1,0,0,1,390,0,0,170,35,0,0,35,0,0,25,0,3,0,0,3
218,3051,1,car,1,0,0,1,250,0,0,140,45,0,0,65,0,0,25,0,2,0,0,3
218,3052,4,rail,1,0,0,1,300,0,0,170,40,0,0,65,0,0,25,0,2,0,0,3
219,3053,4,rail,1,1,0,1,390,390,0,130,30,15,0,75,10,0,15,0,3,1,0,3
219,3054,4,rail,1,1,0,1,250,390,0,120,45,20,0,75,20,0,5,0,2,1,0,3
219,3055,4,rail,1,1,0,1,300,420,0,130,45,15,0,75,10,0,15,0,3,1,0,3
219,3056,1,car,1,1,0,1,390,420,0,130,30,15,0,65,20,0,20,0,1,1,0,3
219,3057,1,car,1,1,0,1,250,390,0,155,45,15,0,45,10,0,20,0,1,1,0,3
219,3058,4,rail,1,1,0,1,390,390,0,155,40,15,0,65,10,0,25,0,1,1,0,3
219,3059,4,rail,1,1,0,1,250,330,0,155,45,30,0,65,10,0,15,0,3,1,0,3
219,3060,1,car,1,1,0,1,275,390,0,130,40,15,0,65,5,0,20,0,1,1,0,3
219,3061,4,rail,1,1,0,1,275,420,0,155,50,20,0,35,15,0,10,0,3,1,0,3
219,3062,4,rail,1,1,0,1,345,360,0,155,50,30,0,45,20,0,5,0,3,1,0,3
219,3063,4,rail,1,1,0,1,390,390,0,120,35,35,0,75,25,0,15,0,2,1,0,3
219,3064,1,car,1,1,0,1,300,390,0,155,30,15,0,45,5,0,25,0,1,1,0,3
219,3065,4,rail,1,1,0,1,250,360,0,120,50,30,0,55,25,0,25,0,2,1,0,3
219,3066,4,rail,1,1,0,1,390,390,0,120,35,35,0,55,20,0,10,0,1,1,0,3
220,3067,3,air,1,1,1,1,390,390,90,130,35,35,50,75,20,35,25,1,2,0,0,2
220,3068,4,rail,1,1,1,1,300,300,80,170,30,35,110,55,10,40,25,3,2,0,0,2
220,3069,4,rail,1,1,1,1,345,345,90,130,45,25,50,35,10,55,5,2,3,0,0,2
220,3070,4,rail,1,1,1,1,390,390,50,155,35,35,80,55,5,55,15,2,1,0,0,2
220,3071,4,rail,1,1,1,1,300,330,80,120,45,35,95,55,20,45,5,1,3,0,0,2
220,3072,4,rail,1,1,1,1,345,420,60,170,30,15,65,45,15,55,10,1,2,0,0,2
220,3073,1,car,1,1,1,1,345,420,80,120,30,20,80,75,15,50,10,1,2,0,0,2
220,3074,1,car,1,1,1,1,275,360,90,170,35,30,80,35,15,35,20,2,3,0,0,2
220,3075,1,car,1,1,1,1,275,360,80,120,50,30,95,45,15,35,20,1,2,0,0,2
220,3076,4,rail,1,1,1,1,300,300,80,170,45,30,50,35,10,55,5,2,3,0,0,2
220,3077,2,bus,1,1,1,1,275,360,50,130,50,15,110,65,20,45,15,2,3,0,0,2
220,3078,1,car,1,1,1,1,345,360,60,140,30,25,110,75,25,50,5,3,2,0,0,2
220,3079,1,car,1,1,1,1,250,420,60,130,50,20,65,65,20,50,10,1,2,0,0,2
220,3080,4,rail,1,1,1,1,390,420,60,140,35,20,50,55,5,55,5,3,1,0,0,2
221,3081,4,rail,1,1,1,1,390,420,50,140,30,20,80,55,15,55,5,2,1,1,0,2
221,3082,4,rail,1,1,1,1,250,420,90,120,50,15,65,75,25,45,5,1,3,1,0,2
221,3083,1,car,1,1,1,1,300,390,70,155,30,20,110,75,5,40,25,1,2,1,0,2
221,3084,1,car,1,1,1,1,250,330,90,170,40,35,80,35,10,40,25,1,2,1,0,2
221,3085,1,car,1,1,1,1,275,420,90,130,30,20,80,75,25,35,25,2,2,1,0,2
221,3086,1,car,1,1,1,1,275,300,50,170,45,30,95,35,25,45,10,3,2,1,0,2
221,3087,4,rail,1,1,1,1,275,300,60,120,50,35,110,75,5,40,15,2,3,1,0,2
221,3088,1,car,1,1,1,1,250,330,70,170,45,20,80,45,10,45,20,1,2,1,0,2
221,3089,4,rail,1,1,1,1,345,360,70,140,35,30,110,45,5,40,25,1,3,1,0,2
221,3090,4,rail,1,1,1,1,345,390,80,120,45,25,65,35,25,55,5,3,1,1,0,2
221,3091,1,car,1,1,1,1,250,390,60,130,50,20,80,75,15,55,15,1,3,1,0,2
221,3092,1,car,1,1,1,1,390,390,70,170,30,35,110,35,5,35,25,2,3,1,0,2
221,3093,1,car,1,1,1,1,275,330,90,140,45,30,65,65,15,45,15,1,2,1,0,2
221,3094,4,rail,1,1,1,1,300,420,80,140,45,25,50,55,15,50,10,1,3,1,0,2
222,3095,1,car,1,1,1,1,300,330,70,170,40,25,80,35,15,35,25,3,2,0,0,3
222,3096,1,car,1,1,1,1,345,345,90,130,40,30,50,55,15,35,20,2,3,0,0,3
222,3097,4,rail,1,1,1,1,390,390,70,140,35,35,95,45,5,45,20,3,1,0,0,3
222,3098,4,rail,1,1,1,1,345,390,80,130,35,20,50,65,25,55,5,3,2,0,0,3
222,3099,4,rail,1,1,1,1,275,420,80,130,45,20,80,35,15,40,15,2,3,0,0,3
222,3100,1,car,1,1,1,1,250,420,60,140,50,20,110,55,20,35,25,3,1,0,0,3
222,3101,3,air,1,1,1,1,390,420,50,130,30,20,65,75,20,55,10,1,2,0,0,3
222,3102,1,car,1,1,1,1,250,420,80,155,35,20,80,55,15,45,20,1,2,0,0,3
222,3103,4,rail,1,1,1,1,300,300,80,140,35,30,95,45,20,35,20,3,2,0,0,3
222,3104,3,air,1,1,1,1,390,390,50,130,30,20,65,75,10,50,10,2,1,0,0,3
222,3105,1,car,1,1,1,1,390,390,50,140,35,15,110,75,5,50,20,3,1,0,0,3
222,3106,1,car,1,1,1,1,275,360,80,155,50,15,110,35,5,35,20,2,1,0,0,3
222,3107,4,rail,1,1,1,1,345,345,70,130,45,25,110,45,20,35,10,3,1,0,0,3
222,3108,3,air,1,1,1,1,275,420,50,120,50,15,50,75,5,55,5,1,3,0,0,3
223,3109,1,car,1,1,1,1,345,360,60,140,35,30,50,55,25,55,5,2,3,1,0,1
223,3110,1,car,1,1,1,1,275,360,90,130,45,25,65,55,20,35,20,2,3,1,0,1
223,3111,3,air,1,1,1,1,300,420,90,140,40,15,50,55,10,35,25,1,3,1,0,1
223,3112,1,car,1,1,1,1,250,300,70,120,45,35,65,75,20,50,10,1,2,1,0,1
223,3113,4,rail,1,1,1,1,390,390,90,140,30,25,50,55,5,50,15,3,1,1,0,1
223,3114,4,rail,1,1,1,1,345,345,90,130,40,35,65,35,10,40,20,3,1,1,0,1
223,3115,4,rail,1,1,1,1,345,345,60,130,35,35,95,75,10,40,15,3,2,1,0,1
223,3116,4,rail,1,1,1,1,345,345,80,120,45,30,110,45,25,40,5,3,1,1,0,1
223,3117,4,rail,1,1,1,1,345,420,60,170,30,15,110,35,20,40,15,2,1,1,0,1
223,3118,3,air,1,1,1,1,250,390,90,155,45,25,50,55,20,40,20,2,1,1,0,1
223,3119,4,rail,1,1,1,1,250,300,80,155,40,35,95,45,10,40,25,3,1,1,0,1
223,3120,1,car,1,1,1,1,300,300,60,155,45,35,110,65,5,50,20,1,3,1,0,1
223,3121,3,air,1,1,1,1,345,345,80,155,30,30,50,55,15,50,10,1,2,1,0,1
223,3122,3,air,1,1,1,1,300,300,80,130,50,25,50,75,5,50,15,2,1,1,0,1
224,3123,4,rail,1,1,0,1,390,390,0,155,35,20,0,55,15,0,15,0,3,1,1,4
224,3124,4,rail,1,1,0,1,345,390,0,130,40,25,0,45,25,0,10,0,1,1,1,4
224,3125,4,rail,1,1,0,1,390,420,0,130,30,20,0,55,25,0,5,0,1,1,1,4
224,3126,4,rail,1,1,0,1,345,390,0,140,40,25,0,45,20,0,10,0,2,1,1,4
224,3127,4,rail,1,1,0,1,390,420,0,140,30,15,0,65,5,0,25,0,1,1,1,4
224,3128,4,rail,1,1,0,1,345,345,0,120,40,35,0,45,25,0,10,0,1,1,1,4
224,3129,4,rail,1,1,0,1,300,390,0,170,40,25,0,45,20,0,15,0,2,1,1,4
224,3130,4,rail,1,1,0,1,300,390,0,140,50,15,0,65,10,0,5,0,1,1,1,4
224,3131,4,rail,1,1,0,1,345,360,0,120,45,30,0,45,25,0,10,0,3,1,1,4
224,3132,4,rail,1,1,0,1,250,360,0,170,35,20,0,45,5,0,25,0,2,1,1,4
224,3133,4,rail,1,1,0,1,390,390,0,120,30,15,0,65,10,0,25,0,3,1,1,4
224,3134,1,car,1,1,0,1,250,330,0,140,50,15,0,65,10,0,20,0,1,1,1,4
224,3135,4,rail,1,1,0,1,390,390,0,140,30,35,0,75,10,0,10,0,3,1,1,4
224,3136,4,rail,1,1,0,1,345,360,0,140,40,25,0,35,20,0,5,0,3,1,1,4
225,3137,4,rail,0,1,1,1,0,300,70,170,0,25,80,35,5,35,25,3,2,1,1,1
225,3138,4,rail,0,1,1,1,0,390,70,140,0,25,80,35,20,40,15,1,3,1,1,1
225,3139,3,air,0,1,1,1,0,390,60,130,0,25,110,75,5,50,15,2,1,1,1,1
225,3140,4,rail,0,1,1,1,0,390,60,120,0,20,110,75,5,45,20,1,3,1,1,1
225,3141,4,rail,0,1,1,1,0,345,70,155,0,35,95,55,15,40,20,1,3,1,1,1
225,3142,3,air,0,1,1,1,0,300,70,170,0,30,65,35,5,45,25,1,3,1,1,1
225,3143,3,air,0,1,1,1,0,345,90,130,0,35,50,65,20,35,20,2,3,1,1,1
225,3144,4,rail,0,1,1,1,0,330,50,130,0,30,65,75,15,55,5,3,2,1,1,1
225,3145,4,rail,0,1,1,1,0,360,60,170,0,30,95,55,25,45,20,1,3,1,1,1
225,3146,3,air,0,1,1,1,0,390,50,170,0,25,50,45,25,55,5,3,2,1,1,1
225,3147,3,air,0,1,1,1,0,330,80,155,0,30,65,55,20,35,20,2,1,1,1,1
225,3148,4,rail,0,1,1,1,0,330,60,140,0,30,80,45,10,55,10,1,3,1,1,1
225,3149,4,rail,0,1,1,1,0,330,60,120,0,30,110,75,25,45,10,3,2,1,1,1
225,3150,3,air,0,1,1,1,0,420,90,170,0,20,65,35,15,35,25,3,2,1,1,1
226,3151,4,rail,1,1,0,1,250,330,0,140,30,35,0,65,25,0,15,0,1,0,1,3
226,3152,4,rail,1,1,0,1,300,360,0,155,35,25,0,35,25,0,15,0,2,0,1,3
226,3153,4,rail,1,1,0,1,300,390,0,155,35,25,0,45,15,0,15,0,3,0,1,3
226,3154,1,car,1,1,0,1,250,420,0,140,50,20,0,75,15,0,10,0,3,0,1,3
226,3155,1,car,1,1,0,1,275,390,0,140,35,15,0,65,5,0,20,0,3,0,1,3
226,3156,4,rail,1,1,0,1,390,420,0,130,30,20,0,65,20,0,25,0,1,0,1,3
226,3157,4,rail,1,1,0,1,300,330,0,120,45,35,0,65,25,0,5,0,1,0,1,3
226,3158,4,rail,1,1,0,1,300,330,0,155,40,25,0,35,15,0,5,0,2,0,1,3
226,3159,4,rail,1,1,0,1,390,390,0,120,30,35,0,55,5,0,15,0,1,0,1,3
226,3160,4,rail,1,1,0,1,275,300,0,170,40,35,0,55,10,0,25,0,2,0,1,3
226,3161,4,rail,1,1,0,1,345,345,0,170,35,35,0,45,25,0,5,0,2,0,1,3
226,3162,4,rail,1,1,0,1,275,390,0,155,50,25,0,55,15,0,15,0,2,0,1,3
226,3163,1,car,1,1,0,1,345,360,0,120,35,35,0,75,15,0,10,0,2,0,1,3
226,3164,4,rail,1,1,0,1,345,345,0,155,40,30,0,45,20,0,5,0,2,0,1,3
227,3165,1,car,1,1,1,1,275,330,80,120,50,35,65,45,20,55,5,3,1,0,0,3
227,3166,4,rail,1,1,1,1,275,330,70,170,45,15,110,55,5,40,25,2,3,0,0,3
227,3167,4,rail,1,1,1,1,275,390,70,155,45,15,80,35,25,55,5,1,1,0,0,3
227,3168,1,car,1,1,1,1,300,300,60,155,45,15,110,65,10,40,20,2,1,0,0,3
227,3169,4,rail,1,1,1,1,390,390,60,155,35,35,95,65,10,45,15,2,3,0,0,3
227,3170,4,rail,1,1,1,1,275,360,50,155,40,30,80,55,20,50,5,1,3,0,0,3
227,3171,4,rail,1,1,1,1,250,390,90,170,45,20,50,35,25,35,15,2,3,0,0,3
227,3172,3,air,1,1,1,1,275,390,90,155,30,25,65,65,15,40,25,1,2,0,0,3
227,3173,1,car,1,1,1,1,390,390,90,120,30,25,65,65,25,35,15,3,1,0,0,3
227,3174,1,car,1,1,1,1,275,330,70,120,50,25,80,55,25,50,5,1,3,0,0,3
227,3175,3,air,1,1,1,1,390,420,60,130,35,15,110,55,25,35,15,2,1,0,0,3
227,3176,3,air,1,1,1,1,300,390,50,170,45,25,50,45,10,55,5,2,1,0,0,3
227,3177,1,car,1,1,1,1,345,345,50,140,30,35,110,65,5,45,15,2,1,0,0,3
227,3178,1,car,1,1,1,1,250,300,80,140,40,30,80,75,15,40,20,1,2,0,0,3
228,3179,4,rail,1,1,1,1,250,330,80,130,50,30,50,55,15,55,10,2,1,0,0,1
228,3180,1,car,1,1,1,1,275,360,70,120,50,25,65,65,10,50,10,1,2,0,0,1
228,3181,1,car,1,1,1,1,300,330,70,140,30,35,95,75,15,50,25,1,2,0,0,1
