id,obs_id,choice,chosen_alt,av_walk,av_cycle,av_pt,av_drive,dur_walking,dur_cycling,dur_pt,dur_driving,dur_pt_access,cost_transit,cost_drive,pt_interchanges,driving_traffic_percent,household_id,person_n,purpose,age,female,driving_license,car_ownership
37624,37625,1,walk,1,1,1,1,0.358611111,0.170555556,0.0866666669999999,0.072777778,0.173888889,1.5,0.19,0,0.0648855,8038,1,3,2,1,1,1
37625,37626,1,walk,1,1,1,1,0.355277778,0.158888889,0.079444444,0.0675,0.138611111,1.5,0.19,0,0.0617283999999999,8038,1,3,2,1,1,1
37626,37627,4,drive,1,1,1,1,0.495,0.176388889,0.199444444,0.113611111,0.1422222219999999,1.5,0.28,0,0.195599,8039,0,3,4,0,1,1
37627,37628,4,drive,1,1,1,1,0.455555556,0.147777778,0.190277778,0.106111111,0.164444444,1.5,0.27,0,0.128272,8039,0,3,4,0,1,1
37628,37629,4,drive,1,1,1,1,0.495,0.176388889,0.199444444,0.113611111,0.1422222219999999,0.0,0.28,0,0.195599,8039,4,4,1,0,0,1
37629,37630,1,walk,1,1,1,1,0.455555556,0.143888889,0.09,0.083333333,0.212777778,0.0,0.26,0,0.0766666999999999,8039,4,4,1,0,0,1
37630,37631,4,drive,1,1,1,1,0.9725,0.295555556,0.1166666669999999,0.218333333,0.1186111109999999,1.7,0.69,0,0.2938929999999999,8040,0,1,2,0,1,1
37631,37632,4,drive,1,1,1,1,0.990833333,0.327222222,0.083333333,0.225277778,0.120833333,1.5,0.71,0,0.309494,8040,0,1,2,0,1,1
37632,37633,4,drive,1,1,1,1,0.9725,0.295555556,0.083333333,0.223055556,0.1186111109999999,1.7,0.7,0,0.361146,8040,0,1,2,0,1,1
37633,37634,4,drive,1,1,1,1,0.990833333,0.327222222,0.083333333,0.2094444439999999,0.120833333,1.5,0.69,0,0.244032,8040,0,1,2,0,1,1
37634,37635,3,pt,1,1,1,1,1.246388889,0.4,0.3569444439999999,0.270833333,0.0525,1.5,0.84,0,0.467692,8040,1,4,1,1,0,1
37635,37636,3,pt,1,1,1,1,2.738333333,0.861944444,0.5333333339999999,0.7111111109999999,0.197777778,2.8,12.46,1,0.5613279999999999,8040,1,4,1,1,0,1
37636,37637,3,pt,1,1,1,1,1.599166667,0.602777778,0.3999999999999999,0.4488888889999999,0.078888889,2.8,1.27,1,0.473391,8040,1,3,1,1,0,1
37637,37638,3,pt,1,1,1,1,2.338888889,0.7538888890000001,0.541666667,0.3883333329999999,0.1722222219999999,3.9,1.54,2,0.276109,8041,0,1,2,0,1,2
37638,37639,3,pt,1,1,1,1,2.343333333,0.643333333,0.583333333,0.5825,0.178055556,3.9,1.73,2,0.5398189999999999,8041,0,1,2,0,1,2
37639,37640,4,drive,1,1,1,1,0.2166666669999999,0.075833333,0.0625,0.056944444,0.083333333,1.5,0.15,0,0.117073,8041,1,3,2,1,1,2
37640,37641,3,pt,1,1,1,1,3.816111111,1.138055556,0.766666667,1.0786111109999998,0.088333333,5.4,13.51,1,0.7203189999999999,8041,1,5,2,1,1,2
37641,37642,3,pt,1,1,1,1,3.764722222,1.158333333,0.8333333340000001,0.999722222,0.091388889,4.3,13.39,1,0.6212840000000001,8041,1,5,2,1,1,2
37642,37643,4,drive,1,1,1,1,0.220277778,0.056944444,0.0375,0.056111111,0.095555556,1.5,0.15,0,0.217822,8041,1,3,2,1,1,2
37643,37644,4,drive,1,1,1,1,0.2166666669999999,0.075833333,0.0625,0.056944444,0.083333333,0.0,0.15,0,0.117073,8041,2,3,1,0,0,2
37644,37645,4,drive,1,1,1,1,0.220277778,0.056944444,0.0375,0.056111111,0.095555556,0.0,0.15,0,0.217822,8041,2,3,1,0,0,2
37645,37646,4,drive,1,1,1,1,1.111111111,0.370833333,0.386666667,0.317777778,0.129722222,1.5,0.71,0,0.337413,8042,0,1,3,1,1,2
37646,37647,4,drive,1,1,1,1,1.173333333,0.3525,0.133333333,0.364722222,0.24,2.5,0.84,0,0.48591,8042,0,5,3,1,1,2
37647,37648,4,drive,1,1,1,1,1.182777778,0.427777778,0.625555556,0.377222222,0.095833333,1.5,0.87,0,0.265096,8042,0,5,3,1,1,2
37648,37649,4,drive,1,1,1,1,1.058888889,0.334722222,0.504166667,0.296388889,0.116944444,1.5,0.74,0,0.256795,8042,0,5,3,1,1,2
37649,37650,4,drive,1,1,1,1,0.333611111,0.0891666669999999,0.120555556,0.156388889,0.122777778,1.5,0.3,0,0.17762,8042,0,3,3,1,1,2
37650,37651,4,drive,1,1,1,1,0.459444444,0.141666667,0.194444444,0.143055556,0.217777778,1.5,0.3,0,0.256311,8042,0,1,3,1,1,2
37651,37652,4,drive,1,1,1,1,0.229444444,0.066666667,0.0611111109999999,0.0736111109999999,0.135277778,1.5,0.15,0,0.211321,8042,0,5,3,1,1,2
37652,37653,4,drive,1,1,1,1,0.486944444,0.165,0.2,0.131666667,0.256666667,1.5,0.29,0,0.194093,8042,0,1,3,1,1,2
37653,37654,4,drive,1,1,1,1,0.345,0.085833333,0.092777778,0.094166667,0.245,0.0,0.26,0,0.0235988,8043,0,3,4,1,1,1
37654,37655,4,drive,1,1,1,1,0.3677777779999999,0.133888889,0.090277778,0.143055556,0.275277778,0.0,0.37,0,0.0951456,8043,0,3,4,1,1,1
37655,37656,4,drive,1,1,1,1,0.345,0.085833333,0.092777778,0.094166667,0.245,0.0,0.26,0,0.0235988,8043,1,3,4,1,0,1
37656,37657,4,drive,1,1,1,1,0.3677777779999999,0.133888889,0.090277778,0.143055556,0.275277778,0.0,0.37,0,0.0951456,8043,1,3,4,1,0,1
37657,37658,3,pt,1,1,1,1,2.3925,0.780833333,0.663333333,0.729722222,0.1266666669999999,3.9,12.41,2,0.667301,8044,0,1,1,0,0,0
37658,37659,3,pt,1,1,1,1,2.353333333,0.7361111109999999,0.46666666700000003,0.536944444,0.304722222,4.09,1.75,1,0.4987069999999999,8044,0,1,1,0,0,0
37659,37660,3,pt,1,1,1,1,1.933888889,0.5786111110000001,0.7216666669999998,0.497222222,0.041944444,4.3,1.36,1,0.6,8045,0,4,2,1,0,0
37660,37661,3,pt,1,1,1,1,1.726666667,0.564722222,0.333333333,0.362222222,0.075277778,2.8,1.1,0,0.544479,8045,0,5,2,1,0,0
37661,37662,3,pt,1,1,1,1,0.6366666670000001,0.1975,0.314444444,0.258333333,0.069166667,1.5,0.5,0,0.5,8045,0,3,2,1,0,0
37662,37663,3,pt,1,1,1,1,0.5083333329999999,0.1844444439999999,0.204166667,0.204166667,0.0586111109999999,1.5,0.44,0,0.514286,8045,0,3,2,1,0,0
37663,37664,1,walk,1,1,1,1,0.501111111,0.1819444439999999,0.169166667,0.1447222219999999,0.066944444,1.5,0.35,0,0.320537,8045,0,3,2,1,0,0
37664,37665,3,pt,1,1,1,1,1.909722222,0.698888889,0.714444444,0.6777777779999999,0.065277778,4.4,12.01,1,0.790164,8045,1,1,2,0,0,0
37665,37666,3,pt,1,1,1,1,1.884166667,0.6838888890000001,0.7366666669999999,0.640277778,0.065555556,4.4,11.97,1,0.658134,8045,1,1,2,0,0,0
37666,37667,3,pt,1,1,1,1,0.5083333329999999,0.1844444439999999,0.204166667,0.204166667,0.0586111109999999,1.5,0.44,0,0.514286,8045,1,3,2,0,0,0
37667,37668,1,walk,1,1,1,1,0.501111111,0.1819444439999999,0.169166667,0.1447222219999999,0.066944444,1.5,0.35,0,0.320537,8045,1,3,2,0,0,0
37668,37669,3,pt,1,1,1,1,0.730555556,0.251111111,0.5861111109999999,0.265833333,0.064166667,3.0,0.59,1,0.444096,8046,0,3,2,1,0,0
37669,37670,3,pt,1,1,1,1,0.933611111,0.324166667,0.6808333329999999,0.3433333329999999,0.0886111109999999,3.0,0.78,1,0.463592,8046,0,5,2,1,0,0
37670,37671,3,pt,1,1,1,1,0.346388889,0.132222222,0.139444444,0.137777778,0.067777778,1.5,0.31,0,0.395161,8046,0,3,2,1,0,0
37671,37672,1,walk,1,1,1,1,0.7588888890000001,0.2397222219999999,0.265833333,0.215555556,0.189722222,1.5,0.52,0,0.5657220000000001,8047,0,4,2,0,1,1
37672,37673,1,walk,1,1,1,1,0.7538888890000001,0.277222222,0.397777778,0.2163888889999999,0.08,3.0,0.51,1,0.637997,8047,0,4,2,0,1,1
37673,37674,1,walk,1,1,1,1,0.229444444,0.098611111,0.0777777779999999,0.083888889,0.0866666669999999,1.5,0.2,0,0.5695359999999999,8047,0,3,2,0,1,1
37674,37675,1,walk,1,1,1,1,0.229444444,0.067777778,0.065,0.056111111,0.067777778,1.5,0.14,0,0.212871,8047,0,3,2,0,1,1
37675,37676,2,cycle,1,1,1,1,1.123055556,0.321666667,0.502222222,0.2775,0.136944444,1.5,0.66,0,0.580581,8047,0,3,2,0,1,1
37676,37677,2,cycle,1,1,1,1,1.124444444,0.3777777779999999,0.34,0.2688888889999999,0.178333333,1.5,0.75,0,0.390496,8047,0,3,2,0,1,1
37677,37678,1,walk,1,1,1,1,0.283333333,0.1066666669999999,0.1025,0.0925,0.095,1.5,0.2,0,0.438438,8047,1,4,1,1,1,1
37678,37679,1,walk,1,1,1,1,0.275,0.1186111109999999,0.088333333,0.112222222,0.055555556,1.5,0.25,0,0.527228,8047,1,4,1,1,1,1
37679,37680,1,walk,1,1,1,1,0.288333333,0.088333333,0.166666667,0.090555556,0.087777778,1.5,0.26,0,0.248466,8048,0,3,2,0,1,1
37680,37681,3,pt,1,1,1,1,0.359722222,0.1825,0.1,0.127222222,0.168333333,1.5,0.37,0,0.388646,8048,0,3,2,0,1,1
37681,37682,1,walk,1,1,1,1,0.288333333,0.088333333,0.166666667,0.090555556,0.087777778,1.5,0.26,0,0.248466,8048,1,3,2,1,0,1
37682,37683,3,pt,1,1,1,1,0.359722222,0.1825,0.1,0.127222222,0.168333333,1.5,0.37,0,0.388646,8048,1,3,2,1,0,1
37683,37684,1,walk,1,1,1,1,0.288333333,0.088333333,0.166666667,0.090555556,0.087777778,0.0,0.26,0,0.248466,8048,2,3,1,0,0,1
37684,37685,3,pt,1,1,1,1,0.359722222,0.1825,0.1,0.127222222,0.168333333,0.0,0.37,0,0.388646,8048,2,3,1,0,0,1
37685,37686,1,walk,1,1,1,1,0.256944444,0.092777778,0.033333333,0.133611111,0.175277778,1.5,0.3,0,0.286902,8049,0,3,3,0,1,0
37686,37687,1,walk,1,1,1,1,0.2022222219999999,0.068333333,0.098611111,0.117777778,0.115833333,1.5,0.27,0,0.1132079999999999,8049,0,3,3,0,1,0
37687,37688,1,walk,1,1,1,1,0.200833333,0.078611111,0.05,0.094722222,0.131944444,1.5,0.21,0,0.378299,8050,0,4,2,0,1,0
37688,37689,1,walk,1,1,1,1,0.2869444439999999,0.079444444,0.125833333,0.114722222,0.045833333,1.5,0.25,0,0.263923,8050,0,5,2,0,1,0
37689,37690,3,pt,1,1,1,1,0.3288888889999999,0.097777778,0.114444444,0.093333333,0.044722222,0.0,0.22,0,0.377976,8051,0,3,4,1,0,0
37690,37691,3,pt,1,1,1,1,0.303888889,0.111666667,0.081111111,0.152777778,0.161111111,0.0,0.32,0,0.387273,8051,0,3,4,1,0,0
37691,37692,3,pt,1,1,1,1,1.056944444,0.27,0.358611111,0.359722222,0.111944444,1.5,0.78,0,0.3876449999999999,8052,0,3,2,0,1,0
37692,37693,3,pt,1,1,1,1,0.404166667,0.158888889,0.05,0.1225,0.0705555559999999,1.7,0.27,0,0.7482989999999999,8052,0,5,2,0,1,0
37693,37694,2,cycle,1,1,1,1,0.638055556,0.2069444439999999,0.233333333,0.207777778,0.105833333,1.5,0.52,0,0.768717,8052,0,5,2,0,1,0
37694,37695,1,walk,1,1,1,1,0.360277778,0.138333333,0.05,0.1555555559999999,0.085277778,2.4,0.28,0,0.657143,8052,0,5,2,0,1,0
37695,37696,3,pt,1,1,1,1,2.432777778,0.8161111109999999,0.45,0.483333333,0.1047222219999999,2.8,1.57,0,0.497126,8052,0,3,2,0,1,0
37696,37697,4,drive,1,1,1,1,0.8816666670000001,0.261944444,0.394444444,0.308333333,0.126944444,3.0,0.84,1,0.308108,8053,0,3,2,1,1,2
37697,37698,4,drive,1,1,1,1,0.924166667,0.303611111,0.3,0.353055556,0.2713888889999999,1.5,0.89,0,0.419355,8053,0,3,2,1,1,2
37698,37699,3,pt,1,1,1,1,0.238055556,0.0855555559999999,0.078888889,0.075833333,0.128888889,0.0,0.18,0,0.435897,8054,0,3,4,1,1,2
37699,37700,3,pt,1,1,1,1,0.2613888889999999,0.0777777779999999,0.0611111109999999,0.068055556,0.1216666669999999,0.0,0.18,0,0.4612239999999999,8054,0,3,4,1,1,2
37700,37701,3,pt,1,1,1,1,1.414444444,0.401111111,0.464444444,0.241388889,0.1772222219999999,0.0,1.0,0,0.128884,8055,0,3,4,0,1,0
37701,37702,3,pt,1,1,1,1,1.43,0.415,0.54,0.322777778,0.1719444439999999,0.0,0.95,0,0.174699,8055,0,3,4,0,1,0
37702,37703,1,walk,1,1,1,1,0.2344444439999999,0.1575,0.064166667,0.078611111,0.166111111,1.5,0.17,0,0.34629,8056,0,3,3,1,1,0
37703,37704,1,walk,1,1,1,1,0.191111111,0.111666667,0.033333333,0.070277778,0.129444444,1.5,0.15,0,0.15415,8056,0,3,3,1,1,0
37704,37705,3,pt,1,1,1,1,1.252222222,0.4458333329999999,0.35,0.3338888889999999,0.185,1.5,0.88,0,0.420965,8056,0,3,3,1,1,0
37705,37706,3,pt,1,1,1,1,1.239166667,0.426111111,0.316666667,0.313888889,0.143333333,1.5,0.84,0,0.326549,8056,0,3,3,1,1,0
37706,37707,3,pt,1,1,1,1,1.953611111,0.594722222,0.5999999999999999,0.426388889,0.146388889,3.7,1.21,1,0.357655,8056,1,1,3,0,1,0
37707,37708,3,pt,1,1,1,1,2.004166667,0.661666667,0.6,0.623611111,0.127222222,3.7,11.870000000000001,1,0.52784,8056,1,1,3,0,1,0
37708,37709,1,walk,1,1,1,1,0.3508333329999999,0.136111111,0.083333333,0.087777778,0.051388889,1.5,0.23,0,0.231013,8056,1,3,3,0,1,0
37709,37710,1,walk,1,1,1,1,0.378333333,0.137777778,0.091666667,0.074444444,0.049722222,1.5,0.21,0,0.223881,8056,1,3,3,0,1,0
37710,37711,1,walk,1,1,1,1,0.177777778,0.0897222219999999,0.033333333,0.0433333329999999,0.134166667,1.5,0.11,0,0.1602559999999999,8056,1,3,3,0,1,0
37711,37712,3,pt,1,1,1,1,1.035277778,0.386944444,0.183333333,0.470277778,0.190555556,1.6,11.49,0,0.6562319999999999,8056,2,5,1,0,0,0
37712,37713,1,walk,1,1,1,1,0.373611111,0.130833333,0.033333333,0.263611111,0.113888889,1.6,0.44,0,0.609062,8056,2,5,1,0,0,0
37713,37714,3,pt,1,1,1,1,2.140277778,0.692222222,0.5022222229999999,0.574722222,0.108333333,1.85,1.38,1,0.563074,8056,2,5,1,0,0,0
37714,37715,1,walk,1,1,1,1,0.228333333,0.0841666669999999,0.033888889,0.053333333,0.126111111,0.0,0.14,0,0.078125,8056,2,3,1,0,0,0
37715,37716,1,walk,1,1,1,1,0.2344444439999999,0.1575,0.064166667,0.078611111,0.166111111,0.0,0.17,0,0.34629,8056,3,3,1,1,0,0
37716,37717,1,walk,1,1,1,1,0.191111111,0.111666667,0.033333333,0.070277778,0.129444444,0.0,0.15,0,0.15415,8056,3,3,1,1,0,0
37717,37718,3,pt,1,1,1,1,1.252222222,0.4458333329999999,0.35,0.3338888889999999,0.185,0.0,0.88,0,0.420965,8056,3,3,1,1,0,0
37718,37719,3,pt,1,1,1,1,1.239166667,0.426111111,0.316666667,0.313888889,0.143333333,0.0,0.84,0,0.326549,8056,3,3,1,1,0,0
37719,37720,1,walk,1,1,1,1,0.3508333329999999,0.136111111,0.083333333,0.087777778,0.051388889,0.0,0.23,0,0.231013,8056,3,3,1,1,0,0
37720,37721,1,walk,1,1,1,1,0.378333333,0.137777778,0.091666667,0.074444444,0.049722222,0.0,0.21,0,0.223881,8056,3,3,1,1,0,0
37721,37722,4,drive,1,1,1,1,1.306111111,0.3725,0.39583333399999987,0.256666667,0.129444444,0.0,0.76,1,0.22619,8057,0,3,4,0,1,1
37722,37723,4,drive,1,1,1,1,3.718888889,0.926944444,0.693333333,0.471111111,0.178611111,0.0,1.69,0,0.518278,8057,0,3,4,0,1,1
37723,37724,4,drive,1,1,1,1,1.306111111,0.3725,0.39583333399999987,0.256666667,0.129444444,3.0,0.76,1,0.22619,8057,1,3,3,1,1,1
37724,37725,4,drive,1,1,1,1,1.306111111,0.3725,0.39583333399999987,0.256666667,0.129444444,3.0,0.76,1,0.22619,8057,2,3,1,0,1,1
37725,37726,3,pt,1,1,1,1,1.333333333,0.433888889,0.316111111,0.279166667,0.2288888889999999,0.0,0.85,0,0.244776,8058,0,3,4,1,0,0
37726,37727,3,pt,1,1,1,1,0.633888889,0.176388889,0.256388889,0.187222222,0.070277778,0.0,0.54,0,0.212166,8058,0,5,4,1,0,0
37727,37728,3,pt,1,1,1,1,0.674444444,0.178888889,0.251944444,0.182222222,0.143888889,0.0,0.47,0,0.243902,8058,0,3,4,1,0,0
37728,37729,1,walk,1,1,1,1,0.5625,0.1472222219999999,0.2675000009999998,0.223055556,0.145277778,3.0,0.69,1,0.188045,8059,0,3,2,1,0,1
37729,37730,1,walk,1,1,1,1,0.5508333329999999,0.1625,0.2516666669999999,0.213333333,0.130555556,3.0,0.72,1,0.22526,8059,0,3,2,1,0,1
37730,37731,3,pt,1,1,1,1,3.2380555560000004,0.9775,0.65,0.960277778,0.314722222,3.3,13.5,1,0.548452,8059,1,1,2,0,1,1
37731,37732,3,pt,1,1,1,1,3.1730555560000004,1.05,0.666666667,0.8683333329999999,0.307222222,3.3,13.29,1,0.589571,8059,1,1,2,0,1,1
37732,37733,4,drive,1,1,1,1,0.4563888889999999,0.1425,0.1,0.096944444,0.2325,0.0,0.3,0,0.157593,8060,0,1,4,0,1,2
37733,37734,4,drive,1,1,1,1,0.3852777779999999,0.111666667,0.05,0.065277778,0.0308333329999999,0.0,0.23,0,0.182979,8060,0,5,4,0,1,2
37734,37735,4,drive,1,1,1,1,0.3483333329999999,0.083055556,0.1,0.081111111,0.010833333,0.0,0.25,0,0.188356,8060,0,5,4,0,1,2
37735,37736,3,pt,1,1,1,1,0.281666667,0.069444444,0.015833333,0.081388889,0.242222222,0.0,0.21,0,0.0784983,8060,0,3,4,0,1,2
37736,37737,3,pt,1,1,1,1,0.3494444439999999,0.100277778,0.089444444,0.12,0.2738888889999999,0.0,0.38,0,0.104167,8060,1,1,4,1,0,2
37737,37738,3,pt,1,1,1,1,0.436666667,0.130833333,0.1222222219999999,0.120555556,0.233333333,0.0,0.35,0,0.21659,8060,1,3,4,1,0,2
37738,37739,3,pt,1,1,1,1,1.9175,0.563611111,1.073888889,0.5505555560000001,0.068888889,1.5,1.85,1,0.286075,8061,0,3,1,0,0,0
37739,37740,3,pt,1,1,1,1,1.92,0.681111111,0.6819444439999998,0.476388889,0.165277778,2.6,1.88,2,0.305539,8061,0,3,1,0,0,0
37740,37741,1,walk,1,1,1,1,0.213333333,0.0711111109999999,0.054444444,0.091388889,0.080833333,1.5,0.17,0,0.2249239999999999,8062,0,3,2,1,0,0
37741,37742,1,walk,1,1,1,1,0.2119444439999999,0.069166667,0.0577777779999999,0.093888889,0.08,1.5,0.17,0,0.2396449999999999,8062,0,3,2,1,0,0
37742,37743,1,walk,1,1,1,1,0.213333333,0.0711111109999999,0.054444444,0.091388889,0.080833333,0.0,0.17,0,0.2249239999999999,8062,2,3,1,0,0,0
37743,37744,1,walk,1,1,1,1,0.2119444439999999,0.069166667,0.0577777779999999,0.093888889,0.08,0.0,0.17,0,0.2396449999999999,8062,2,3,1,0,0,0
37744,37745,4,drive,1,1,1,1,0.335555556,0.112222222,0.096111111,0.140277778,0.111388889,0.75,0.31,0,0.0514851,8063,0,3,1,1,1,0
37745,37746,3,pt,1,1,1,1,2.106388889,0.620833333,0.7113888889999999,0.595555556,0.230833333,2.25,1.57,1,0.404384,8063,0,5,1,1,1,0
37746,37747,4,drive,1,1,1,1,0.648611111,0.177777778,0.258333333,0.1925,0.1225,0.75,0.46,0,0.240981,8063,0,5,1,1,1,0
37747,37748,4,drive,1,1,1,1,2.534166667,0.7716666670000001,0.9583333329999999,0.653888889,0.140277778,3.0,1.93,2,0.371283,8063,0,3,1,1,1,0
37748,37749,3,pt,1,1,1,1,0.661111111,0.224722222,0.194166667,0.200833333,0.152222222,0.0,0.55,0,0.463347,8064,0,3,4,0,1,2
37749,37750,3,pt,1,1,1,1,0.675555556,0.3,0.17,0.2444444439999999,0.164722222,0.0,0.58,0,0.5193180000000001,8064,0,3,4,0,1,2
37750,37751,4,drive,1,1,1,1,1.161111111,0.361666667,0.233333333,0.270833333,0.331944444,1.5,0.84,0,0.184615,8065,0,3,3,1,1,2
37751,37752,4,drive,1,1,1,1,0.877777778,0.3125,0.243333333,0.1988888889999999,0.100277778,1.5,0.62,0,0.0656424999999999,8065,0,5,3,1,1,2
37752,37753,4,drive,1,1,1,1,1.7327777780000002,0.5563888889999999,0.433333333,0.311666667,0.5197222220000001,3.6,1.36,1,0.165775,8065,0,3,3,1,1,2
37753,37754,4,drive,1,1,1,1,0.3902777779999999,0.127777778,0.1,0.1125,0.155833333,1.5,0.29,0,0.1975309999999999,8065,0,3,3,1,1,2
37754,37755,4,drive,1,1,1,1,0.398611111,0.135833333,0.1,0.121111111,0.172777778,1.5,0.31,0,0.2087159999999999,8065,0,3,3,1,1,2
37755,37756,4,drive,1,1,1,1,1.033333333,0.326111111,0.19,0.190555556,0.363888889,1.5,0.69,0,0.113703,8065,1,3,3,0,1,2
37756,37757,4,drive,1,1,1,1,1.053333333,0.3408333329999999,0.153333333,0.1747222219999999,0.347222222,1.5,0.66,0,0.0620031999999999,8065,1,3,3,0,1,2
37757,37758,4,drive,1,1,1,1,0.3902777779999999,0.127777778,0.1,0.1125,0.155833333,1.5,0.29,0,0.1975309999999999,8065,2,3,1,0,1,2
37758,37759,4,drive,1,1,1,1,0.398611111,0.135833333,0.1,0.121111111,0.172777778,1.5,0.31,0,0.2087159999999999,8065,2,3,1,0,1,2
37759,37760,4,drive,1,1,1,1,1.161111111,0.361666667,0.233333333,0.270833333,0.331944444,1.5,0.84,0,0.184615,8065,3,3,1,1,1,2
37760,37761,4,drive,1,1,1,1,0.877777778,0.3125,0.243333333,0.1988888889999999,0.100277778,1.5,0.62,0,0.0656424999999999,8065,3,5,1,1,1,2
37761,37762,4,drive,1,1,1,1,1.7327777780000002,0.5563888889999999,0.433333333,0.311666667,0.5197222220000001,2.9,1.36,1,0.165775,8065,3,3,1,1,1,2
37762,37763,3,pt,1,1,1,1,0.316111111,0.100277778,0.1166666669999999,0.1066666669999999,0.087777778,1.5,0.28,0,0.40625,8066,0,3,1,0,1,0
37763,37764,3,pt,1,1,1,1,0.317222222,0.140833333,0.1,0.138055556,0.097777778,1.5,0.33,0,0.3058349999999999,8066,0,3,1,0,1,0
37764,37765,1,walk,1,1,1,1,0.540277778,0.176666667,0.205833333,0.164444444,0.255555556,0.0,0.46,0,0.0827702999999999,8067,0,3,4,1,1,1
37765,37766,1,walk,1,1,1,1,0.446388889,0.200277778,0.166388889,0.152222222,0.128611111,0.0,0.47,0,0.114964,8067,0,3,4,1,1,1
37766,37767,1,walk,1,1,1,1,0.355,0.109166667,0.066666667,0.089444444,0.254444444,0.0,0.26,0,0.052795,8067,0,3,4,1,1,1
37767,37768,1,walk,1,1,1,1,0.336944444,0.095555556,0.117777778,0.081388889,0.15,0.0,0.25,0,0.0443686,8067,0,3,4,1,1,1
37768,37769,3,pt,1,1,1,1,3.159722222,0.863888889,0.8419444450000001,0.472222222,0.1291666669999999,3.0,2.12,2,0.492353,8067,1,1,1,1,1,1
37769,37770,4,drive,1,1,1,1,1.218888889,0.333611111,0.586111111,0.225833333,0.069722222,1.5,0.82,0,0.543665,8068,0,3,3,1,1,1
37770,37771,4,drive,1,1,1,1,1.2469444440000002,0.420277778,0.4275,0.299722222,0.073888889,1.5,0.98,0,0.378128,8068,0,3,3,1,1,1
37771,37772,4,drive,1,1,1,1,0.4069444439999999,0.113611111,0.127777778,0.096666667,0.1397222219999999,1.5,0.29,0,0.106322,8068,1,3,2,0,1,1
37772,37773,4,drive,1,1,1,1,0.420277778,0.143055556,0.138333333,0.091388889,0.158611111,1.5,0.28,0,0.139818,8068,1,3,2,0,1,1
37773,37774,4,drive,1,1,1,1,1.218888889,0.333611111,0.586111111,0.225833333,0.069722222,1.5,0.82,0,0.543665,8068,1,3,2,0,1,1
37774,37775,4,drive,1,1,1,1,1.2469444440000002,0.420277778,0.4275,0.299722222,0.073888889,1.5,0.98,0,0.378128,8068,1,3,2,0,1,1
37775,37776,4,drive,1,1,1,1,1.218888889,0.333611111,0.586111111,0.225833333,0.069722222,0.0,0.82,0,0.543665,8068,2,3,1,0,0,1
37776,37777,4,drive,1,1,1,1,1.2469444440000002,0.420277778,0.4275,0.299722222,0.073888889,0.0,0.98,0,0.378128,8068,2,3,1,0,0,1
37777,37778,4,drive,1,1,1,1,0.4069444439999999,0.113611111,0.127777778,0.096666667,0.1397222219999999,0.0,0.29,0,0.106322,8068,3,3,1,0,0,1
37778,37779,4,drive,1,1,1,1,0.420277778,0.143055556,0.138333333,0.091388889,0.158611111,0.0,0.28,0,0.139818,8068,3,3,1,0,0,1
37779,37780,4,drive,1,1,1,1,1.218888889,0.333611111,0.586111111,0.225833333,0.069722222,0.0,0.82,0,0.543665,8068,3,3,1,0,0,1
37780,37781,4,drive,1,1,1,1,1.2469444440000002,0.420277778,0.4275,0.299722222,0.073888889,0.0,0.98,0,0.378128,8068,3,3,1,0,0,1
37781,37782,4,drive,1,1,1,1,0.238611111,0.083333333,0.0461111109999999,0.059444444,0.1197222219999999,0.0,0.17,0,0.0607476999999999,8069,1,3,4,0,1,1
37782,37783,4,drive,1,1,1,1,0.243055556,0.089444444,0.045555556,0.065277778,0.114722222,0.0,0.18,0,0.0510638,8069,1,3,4,0,1,1
37783,37784,3,pt,1,1,1,1,0.3325,0.105,0.162222222,0.1030555559999999,0.074166667,1.5,0.23,0,0.247978,8070,0,3,2,0,1,0
37784,37785,3,pt,1,1,1,1,0.3316666669999999,0.111111111,0.130833333,0.1041666669999999,0.086944444,1.5,0.24,0,0.365333,8070,0,3,2,0,1,0
37785,37786,4,drive,1,1,1,1,0.641388889,0.237777778,0.305,0.136111111,0.097222222,3.0,0.48,1,0.393878,8071,1,3,3,0,1,1
37786,37787,4,drive,1,1,1,1,0.745833333,0.256666667,0.163333333,0.168055556,0.1541666669999999,1.5,0.56,0,0.231405,8071,1,3,3,0,1,1
37787,37788,4,drive,1,1,1,1,0.641388889,0.237777778,0.305,0.136111111,0.097222222,3.0,0.48,1,0.393878,8071,2,3,1,0,0,1
37788,37789,4,drive,1,1,1,1,0.745833333,0.256666667,0.163333333,0.168055556,0.1541666669999999,1.5,0.56,0,0.231405,8071,2,3,1,0,0,1
37789,37790,1,walk,1,1,1,1,0.286666667,0.118888889,0.130833333,0.061944444,0.0925,1.5,0.18,0,0.0538117,8071,2,3,1,0,0,1
37790,37791,4,drive,1,1,1,1,1.305277778,0.403611111,0.308333333,0.280555556,0.150277778,2.5,0.94,1,0.311881,8071,2,5,1,0,0,1
37791,37792,3,pt,1,1,1,1,1.533333333,0.488611111,0.303333333,0.296111111,0.176111111,1.5,0.97,0,0.314259,8071,2,3,1,0,0,1
37792,37793,4,drive,1,1,1,1,0.641388889,0.237777778,0.305,0.136111111,0.097222222,3.0,0.48,1,0.393878,8071,3,3,1,1,0,1
37793,37794,3,pt,1,1,1,1,0.641944444,0.203333333,0.188333333,0.151944444,0.304444444,1.5,0.44,0,0.204753,8071,3,3,1,1,0,1
