id,obs_id,choice,chosen_alt,av_1,av_2,timept,timecar,costpt,costcar,walkingtimept,waitingtimept,nbtransf,ovt_pt_transit,housetype,ownhouse,income,gender,st,caravail,education,age,destact,nbcar,nbhousehold
30860253,493,2,private,1,1,163,88,34.2,7.67,75,23,3,98,1,1,4,2,True,1,1,2,1,2,2
30860254,494,2,private,1,1,156,57,9.6,3.69,73,17,4,90,1,1,4,1,True,1,1,2,1,2,2
30860265,495,2,private,1,1,100,49,22.8,5.39,26,6,2,32,1,2,6,1,False,1,1,2,2,2,1
30860274,496,1,transit,1,1,122,65,15.2,4.79,48,5,2,53,1,1,5,1,True,1,2,2,1,1,3
30860310,497,1,transit,1,1,143,42,13.4,2.87,80,15,3,95,1,1,6,2,True,1,1,1,1,2,5
30860391,498,1,transit,1,1,85,30,7.6,2.17,22,13,3,35,1,1,5,2,True,1,2,2,1,1,3
30860394,499,2,private,1,1,87,16,5.8,1.31,8,1,1,9,2,1,4,1,True,1,1,3,1,2,5
30860430,500,2,private,1,1,263,77,22.8,5.42,96,45,4,141,2,2,2,2,True,1,2,3,2,1,1
30860443,501,2,private,1,1,157,64,33.0,5.78,25,20,5,45,2,2,6,1,True,1,1,3,5,2,4
30860447,502,2,private,1,1,62,7,0.0,0.55,0,0,0,0,1,1,2,2,True,1,1,4,10,2,2
30860447,503,2,private,1,1,19,13,3.8,0.9,7,0,0,7,1,1,2,2,True,1,1,4,2,2,2
30860448,504,2,private,1,1,35,17,7.6,1.34,30,0,0,30,1,1,2,1,False,1,1,4,7,2,2
30860449,505,2,private,1,1,95,14,11.6,1.18,74,3,2,77,1,1,3,1,False,1,1,4,6,1,1
30860450,506,2,private,1,1,29,3,3.8,0.28,27,0,0,27,1,1,3,1,False,1,1,4,5,1,1
30860450,507,1,transit,1,1,291,85,46.0,6.36,161,28,8,189,1,1,3,1,False,1,1,4,3,1,1
30860491,508,1,transit,1,1,193,85,45.4,8.87,51,36,5,87,1,1,6,2,True,1,2,3,1,1,2
30860495,509,1,transit,1,1,92,49,11.4,3.08,31,7,2,38,1,2,5,2,True,1,1,2,2,1,3
30860533,510,2,private,1,1,146,48,15.2,3.27,72,12,4,84,2,2,3,2,True,1,1,2,7,1,4
30860533,511,2,private,1,1,289,103,30.4,8.84,86,41,6,127,2,2,3,2,True,1,1,2,4,1,4
30860539,512,2,private,1,1,18,8,3.8,0.52,8,0,0,8,1,1,6,2,True,1,2,2,4,2,5
30860539,513,2,private,1,1,36,46,7.6,2.74,32,0,0,32,1,1,6,2,True,1,2,2,4,2,5
30860539,514,2,private,1,1,97,35,7.6,3.13,35,17,2,52,1,1,6,2,True,1,2,2,1,2,5
30860540,515,2,private,1,1,224,89,23.0,8.9,75,23,6,98,1,1,6,1,True,1,3,3,1,2,5
30860545,516,2,private,1,1,122,60,7.6,4.65,38,9,2,47,1,1,6,2,True,1,2,3,1,2,2
30860546,517,2,private,1,1,112,33,11.4,2.35,65,12,3,77,1,1,6,1,True,1,2,3,1,2,2
30860595,518,1,transit,1,1,100,49,7.6,3.45,26,8,2,34,1,1,2,2,True,1,1,4,3,1,1
30860603,519,1,transit,1,1,144,53,11.4,3.71,74,7,3,81,2,2,4,2,True,0,1,1,1,1,3
30860616,520,2,private,1,1,426,136,45.6,11.87,119,60,8,179,2,2,2,2,True,1,1,4,3,1,1
30860644,521,2,private,1,1,55,23,34.0,1.56,6,7,2,13,1,1,2,1,True,1,1,4,5,1,1
30860650,522,1,transit,1,1,327,192,111.6,26.09,40,47,6,87,1,1,3,1,True,1,1,4,6,1,2
30860672,523,2,private,1,1,35,4,7.6,0.49,34,0,0,34,2,2,2,2,True,1,1,3,1,1,2
30860708,524,2,private,1,1,235,147,77.4,18.09,46,12,4,58,2,2,6,2,True,1,3,2,6,2,3
30860711,525,2,private,1,1,169,74,15.2,5.41,88,10,2,98,1,1,4,1,True,1,1,4,1,1,1
30860712,526,2,private,1,1,250,76,23.2,5.22,112,32,9,144,1,1,4,1,True,1,1,4,1,1,1
30860718,527,2,private,1,1,418,126,47.2,10.57,115,116,11,231,2,2,4,1,True,1,1,4,3,1,2
30860723,528,2,private,1,1,132,42,13.4,2.85,47,14,3,61,2,2,4,1,True,1,1,2,1,1,1
30860725,529,1,transit,1,1,112,90,19.0,6.39,45,5,1,50,2,1,6,1,True,1,1,3,7,0,2
30860726,530,1,transit,1,1,141,138,58.6,8.23,15,14,3,29,2,1,6,1,True,1,1,3,4,0,2
30860737,531,1,transit,1,1,211,129,121.0,17.1,30,32,5,62,2,2,3,1,True,1,1,4,3,1,1
30860762,532,2,private,1,1,227,19,54.0,1.29,19,37,4,56,2,2,2,2,True,1,1,2,1,1,1
30860762,533,2,private,1,1,53,24,5.8,1.62,11,9,2,20,2,2,2,2,True,1,1,2,4,1,1
30860768,534,2,private,1,1,109,51,11.6,3.72,45,10,3,55,1,1,5,1,True,1,2,3,1,1,2
30860803,535,2,private,1,1,187,48,11.8,3.39,87,12,4,99,1,1,1,2,False,1,1,3,1,2,2
30860804,536,2,private,1,1,10,2,0.0,0.2,10,0,0,10,1,1,1,1,False,1,1,4,7,2,2
30860804,537,2,private,1,1,10,2,0.0,0.2,10,0,0,10,1,1,1,1,False,1,1,4,1,2,2
31320005,538,1,transit,1,1,104,75,19.2,5.72,16,24,3,40,1,1,4,1,True,1,1,4,6,2,2
31320005,539,2,private,1,1,266,188,76.6,21.04,81,59,7,140,1,1,4,1,True,1,1,4,5,2,2
31320060,540,1,transit,1,1,90,77,19.2,6.16,26,5,2,31,1,1,3,1,True,1,1,4,3,1,2
31320097,541,1,transit,1,1,117,71,19.2,5.52,35,5,2,40,1,1,3,1,True,1,1,4,2,1,2
31320098,542,1,transit,1,1,306,255,126.2,29.27,38,33,6,71,1,1,3,1,True,1,1,4,5,1,2
31320316,543,2,private,1,1,21,7,6.4,0.64,16,0,0,16,1,2,4,1,True,1,1,3,1,2,4
31320335,544,2,private,1,1,63,35,9.6,2.84,21,5,2,26,1,1,3,1,True,1,1,2,1,1,3
31320455,545,2,private,1,1,94,32,9.6,2.39,17,5,2,22,2,1,4,1,True,1,1,4,1,1,1
31320656,546,1,transit,1,1,95,70,19.2,5.56,28,22,4,50,1,1,6,1,True,1,2,2,1,2,3
31320685,547,2,private,1,1,52,34,9.6,2.28,15,4,1,19,1,2,4,1,True,1,1,2,1,2,2
31320757,548,1,transit,1,1,156,124,60.4,13.17,17,32,4,49,1,1,4,1,True,1,1,4,7,1,2
31320758,549,1,transit,1,1,108,56,27.6,4.06,31,24,2,55,1,1,3,1,False,0,1,3,2,1,2
31320760,550,2,private,1,1,15,3,3.8,0.22,11,0,0,11,1,1,6,1,True,1,2,3,2,2,2
31320760,551,2,private,1,1,86,16,7.6,1.09,33,4,2,37,1,1,6,1,True,1,2,3,6,2,2
31320887,552,2,private,1,1,20,2,0.0,0.23,20,0,0,20,2,2,4,1,False,1,1,2,4,1,4
31320887,553,2,private,1,1,238,96,46.2,8.17,61,59,8,120,2,2,4,1,False,1,1,2,4,1,4
31320888,554,2,private,1,1,144,61,19.2,4.34,40,17,5,57,2,2,4,2,False,1,2,2,7,1,4
31321173,555,1,transit,1,1,136,80,15.2,6.3,30,20,6,50,2,2,3,2,True,1,1,2,1,1,4
31321431,556,2,private,1,1,48,28,10.4,1.95,9,11,1,20,2,2,1,2,False,1,1,1,7,0,2
31321476,557,2,private,1,1,20,2,3.8,0.23,16,0,0,16,1,1,4,1,True,1,1,4,7,1,2
31321487,558,1,transit,1,1,116,75,19.2,4.68,34,0,3,34,1,2,2,2,True,0,1,2,1,0,2
31321488,559,1,transit,1,1,73,27,11.6,1.87,16,0,2,16,1,1,2,2,True,0,2,4,7,0,3
31321488,560,1,transit,1,1,50,19,14.2,1.31,15,0,1,15,1,1,2,2,True,0,2,4,3,0,3
31321500,561,1,transit,1,1,63,39,13.4,3.57,31,0,0,31,1,1,4,1,True,1,1,4,7,1,2
31321523,562,2,private,1,1,195,10,3.8,0.79,35,39,1,74,1,1,4,1,True,1,0,4,3,1,2
31321523,563,2,private,1,1,22,2,3.8,0.2,18,0,0,18,1,1,4,1,True,1,0,4,2,1,2
31321590,564,2,private,1,1,2,0,0.0,0.07,2,0,0,2,2,2,3,1,True,1,1,2,7,1,1
31321590,565,2,private,1,1,2,0,0.0,0.07,2,0,0,2,2,2,3,1,True,1,1,2,11,1,1
31321592,566,1,transit,1,1,319,256,122.4,29.91,68,53,8,121,2,2,5,1,True,1,2,3,1,1,2
32710154,567,2,private,1,1,60,10,6.8,0.8,49,0,0,49,1,1,4,2,True,1,1,2,2,1,4
32710159,568,2,private,1,1,28,74,45.8,0.85,9,0,0,9,1,1,5,1,False,1,1,3,1,2,2
32710161,569,2,private,1,1,71,12,8.0,0.73,58,0,0,58,1,1,3,2,True,1,1,3,1,2,2
39010095,570,2,private,1,1,117,51,19.0,3.97,44,12,1,56,1,1,4,2,True,1,1,1,2,2,2
39010096,571,2,private,1,1,34,26,8.0,1.84,18,0,0,18,1,1,4,2,True,1,1,1,1,2,2
39010115,572,2,private,1,1,19,10,3.0,0.76,15,0,0,15,1,1,4,1,True,1,1,3,1,2,2
39010116,573,2,private,1,1,19,10,3.0,0.76,15,0,0,15,1,1,4,2,True,1,1,3,1,2,2
39020001,574,2,private,1,1,93,38,11.8,2.79,27,24,1,51,1,2,6,1,True,1,1,1,3,2,3
39020001,575,2,private,1,1,178,64,24.8,5.22,48,68,2,116,1,2,6,1,True,1,1,1,6,2,3
39020134,576,1,transit,1,1,153,151,50.2,19.22,61,21,2,82,1,1,6,1,True,0,2,3,7,0,2
39020209,577,2,private,1,1,87,30,10.2,2.36,48,6,1,54,1,1,6,1,True,1,1,2,1,2,5
39110220,578,2,private,1,1,21,7,3.4,0.55,13,0,0,13,1,1,3,2,True,1,1,4,2,2,2
39110243,579,1,transit,1,1,138,75,10.8,7.15,45,20,2,65,1,1,5,1,True,1,2,2,7,2,4
39110257,580,1,transit,1,1,40,14,7.4,1.24,18,0,1,18,1,1,4,1,True,1,1,3,1,1,4
39110281,581,1,transit,1,1,140,100,41.0,6.8,22,45,2,67,1,1,3,1,True,1,1,2,6,1,2
39110409,582,2,private,1,1,43,8,3.4,0.69,10,3,1,13,1,1,3,1,True,1,0,4,2,2,3
39110423,583,2,private,1,1,37,13,7.4,1.19,15,3,1,18,2,1,2,1,True,1,2,4,7,1,1
39110438,584,1,transit,1,1,141,85,31.0,7.03,69,9,1,78,1,1,6,1,True,1,3,3,1,2,5
39110449,585,1,transit,1,1,72,63,22.2,5.7,24,0,0,24,1,1,5,2,True,0,1,1,3,2,5
39110450,586,1,transit,1,1,16,6,4.0,0.45,8,0,0,8,1,1,5,2,True,1,1,2,1,2,5
39110459,587,1,transit,1,1,190,43,75.4,3.5,13,19,3,32,1,1,6,2,True,1,1,3,1,2,4
39110459,588,1,transit,1,1,133,147,59.6,18.95,30,3,2,33,1,1,6,2,True,1,1,3,1,2,4
39110459,589,2,private,1,1,81,15,4.0,1.32,57,0,0,57,1,1,6,2,True,1,1,3,1,2,4
39110459,590,2,private,1,1,44,10,3.4,0.81,39,0,0,39,1,1,6,2,True,1,1,3,1,2,4
39110471,591,1,transit,1,1,39,14,7.4,1.27,20,0,1,20,2,1,5,1,True,1,1,3,1,2,4
39110605,592,1,transit,1,1,252,309,110.4,38.63,45,17,3,62,1,1,4,2,True,1,1,3,3,2,3
39110675,593,2,private,1,1,17,1,3.0,0.11,15,0,0,15,1,1,4,1,True,1,1,2,2,1,5
39110675,594,2,private,1,1,28,15,7.6,1.21,13,0,0,13,1,1,4,1,True,1,1,2,5,1,5
39110781,595,2,private,1,1,65,15,7.4,1.29,40,1,1,41,2,1,4,1,False,1,1,3,1,1,2
39110815,596,1,transit,1,1,101,28,14.4,2.41,34,11,2,45,1,1,4,1,True,1,3,3,1,1,3
39110816,597,1,transit,1,1,228,299,108.8,38.27,44,24,3,68,1,1,4,2,True,1,0,1,2,1,3
39110969,598,1,transit,1,1,22,9,4.0,0.67,12,0,0,12,2,1,3,2,True,1,1,2,1,1,4
39110970,599,1,transit,1,1,53,21,8.0,1.64,17,0,0,17,2,1,3,2,True,1,1,2,3,1,4
39110987,600,2,private,1,1,84,14,7.0,1.19,23,11,2,34,1,2,3,1,True,1,1,3,1,1,1
39110987,601,2,private,1,1,80,14,6.4,1.19,24,8,2,32,1,2,3,1,True,1,1,3,1,1,1
39110995,602,1,transit,1,1,35,14,7.4,1.24,18,0,1,18,1,1,6,1,True,1,2,3,1,1,5
39111246,603,1,transit,1,1,50,22,7.4,1.76,17,0,0,17,1,1,1,2,True,0,1,4,2,0,1
39111287,604,2,private,1,1,176,51,20.0,4.83,104,1,2,105,1,2,2,2,True,1,1,2,2,1,1
39111325,605,1,transit,1,1,42,19,6.8,1.47,19,0,0,19,1,1,4,2,True,1,1,2,1,1,4
39111325,606,1,transit,1,1,46,19,6.8,1.47,19,0,0,19,1,1,4,2,True,1,1,2,1,1,4
39111355,607,2,private,1,1,107,28,14.4,2.45,89,0,2,89,2,1,4,1,True,1,2,2,1,1,4
39111355,608,2,private,1,1,4,2,0.0,0.06,4,0,0,4,2,1,4,1,True,1,2,2,7,1,4
39111356,609,2,private,1,1,140,14,8.2,1.12,20,0,2,20,2,1,4,2,True,1,1,2,5,1,4
39111360,610,1,transit,1,1,36,18,8.0,1.36,24,0,0,24,2,1,5,1,True,0,2,2,1,1,5
39111360,611,1,transit,1,1,56,18,4.0,1.36,51,0,0,51,2,1,5,1,True,0,2,2,1,1,5
39120013,612,1,transit,1,1,240,284,116.0,36.92,46,3,4,49,1,2,4,2,True,1,2,3,1,2,2
39120015,613,2,private,1,1,110,31,15.4,2.69,62,4,2,66,1,1,5,2,True,1,2,2,1,2,4
39120016,614,2,private,1,1,67,23,8.0,1.77,49,0,0,49,1,1,5,1,True,1,1,2,1,2,4
39120150,615,1,transit,1,1,37,12,4.0,0.9,24,0,0,24,2,1,3,2,True,1,1,3,2,2,3
39120150,616,1,transit,1,1,60,12,8.0,1.1,32,17,2,49,2,1,3,2,True,1,1,3,3,2,3
39120197,617,1,transit,1,1,27,11,4.0,0.85,9,0,0,9,1,2,4,1,True,0,1,1,2,2,4
39120198,618,1,transit,1,1,477,482,230.0,46.61,30,24,3,54,1,2,4,1,True,1,1,1,7,2,4
39120245,619,1,transit,1,1,98,32,16.0,2.81,63,0,2,63,1,1,5,1,True,1,3,2,1,1,5
39120246,620,2,private,1,1,99,35,7.4,2.59,75,0,0,75,1,1,5,2,True,1,1,2,5,1,5
39120250,621,2,private,1,1,107,14,11.4,1.08,84,6,2,90,1,1,4,1,True,1,2,4,2,1,2
39120364,622,2,private,1,1,42,13,4.0,0.96,37,0,0,37,2,1,4,1,True,1,1,2,1,2,2
39120372,623,1,transit,1,1,51,17,8.0,1.29,24,0,0,24,2,2,5,2,True,1,1,2,1,1,2
39120424,624,1,transit,1,1,52,20,8.0,1.58,26,0,0,26,1,1,4,2,True,1,1,3,2,1,5
39120435,625,1,transit,1,1,14,3,3.0,0.23,12,0,0,12,1,1,2,1,True,0,1,4,10,0,1
39120436,626,1,transit,1,1,67,22,8.0,1.71,42,0,0,42,1,1,2,1,True,0,1,4,3,0,1
39120457,627,1,transit,1,1,269,328,112.8,40.75,76,1,2,77,1,1,5,2,True,1,1,3,2,2,4
39120458,628,2,private,1,1,120,29,12.0,2.55,42,33,3,75,1,1,6,1,True,1,3,3,1,2,2
39120497,629,1,transit,1,1,144,132,48.0,14.94,26,7,2,33,1,1,4,2,True,1,1,4,7,1,5
39120509,630,2,private,1,1,120,36,15.4,3.6,53,16,2,69,1,1,6,1,True,1,2,3,1,2,5
39120519,631,1,transit,1,1,66,14,8.0,1.29,30,7,1,37,1,1,4,1,True,1,1,2,1,1,4
39120519,632,2,private,1,1,24,10,4.0,0.79,7,0,0,7,1,1,4,1,True,1,1,2,4,1,4
39120559,633,1,transit,1,1,30,10,4.0,0.78,19,0,0,19,2,1,4,1,True,1,1,2,1,1,2
39120999,634,2,private,1,1,86,24,7.0,1.85,77,0,0,77,1,1,5,2,True,1,1,2,1,1,5
42270007,635,1,transit,1,1,108,80,14.8,6.55,36,5,2,41,2,2,3,2,True,1,1,3,1,1,1
42270059,636,2,private,1,1,82,16,9.6,1.36,45,3,3,48,2,2,4,2,False,1,2,2,7,1,1
42270059,637,2,private,1,1,75,18,5.4,1.34,50,5,1,55,2,2,4,2,False,1,2,2,6,1,1
42270121,638,1,transit,1,1,64,34,7.4,2.87,9,4,2,13,1,1,4,1,True,1,1,4,2,1,2
42270136,639,2,private,1,1,136,59,13.8,4.21,45,15,5,60,1,1,3,2,True,1,1,3,1,1,1
42270163,640,2,private,1,1,124,62,10.6,4.34,53,14,4,67,2,1,4,1,False,1,1,2,1,1,1
42270192,641,2,private,1,1,18,3,3.2,0.27,14,0,0,14,1,1,3,1,True,1,1,4,2,2,5
42270209,642,2,private,1,1,275,116,43.2,12.97,103,46,6,149,1,1,3,1,False,1,1,3,6,1,1
42270214,643,1,transit,1,1,134,70,20.4,5.54,41,14,4,55,1,2,4,1,True,1,0,1,1,2,3
42270214,644,1,transit,1,1,47,35,7.4,2.83,10,2,1,12,1,2,4,1,True,1,0,1,6,2,3
42270228,645,2,private,1,1,112,27,9.6,1.93,85,1,1,86,1,1,4,1,False,1,1,3,3,2,4
42270228,646,2,private,1,1,227,84,23.2,7.68,52,64,7,116,1,1,4,1,False,1,1,3,1,2,4
42270264,647,1,transit,1,1,219,139,29.6,10.53,54,26,6,80,1,1,2,2,False,1,1,3,5,2,2
42270323,648,2,private,1,1,161,55,14.2,4.08,104,4,4,108,1,1,5,1,True,1,2,2,1,2,4
42270323,649,2,private,1,1,160,66,20.8,4.83,64,27,3,91,1,1,5,1,True,1,2,2,1,2,4
42270350,650,2,private,1,1,79,22,4.4,1.6,52,11,1,63,1,1,4,2,True,1,1,2,1,1,2
42270350,651,2,private,1,1,76,22,5.4,1.6,54,3,1,57,1,1,4,2,True,1,1,2,1,1,2
42270540,652,2,private,1,1,24,2,0.0,0.34,24,0,0,24,1,1,3,1,False,1,1,3,1,1,3
42270631,653,2,private,1,1,55,18,8.6,1.4,38,1,1,39,1,1,5,1,True,1,2,3,1,1,3
42270747,654,1,transit,1,1,214,134,33.2,7.83,75,12,5,87,1,1,4,2,True,1,1,2,1,1,1
42270851,655,2,private,1,1,91,21,6.4,1.6,74,1,1,75,1,1,6,2,True,1,2,2,3,1,2
42270878,656,2,private,1,1,54,30,5.1,2.35,17,3,2,20,2,1,1,1,True,1,1,2,1,1,4
42270907,657,2,private,1,1,211,72,36.6,5.42,59,15,4,74,1,1,5,1,False,1,1,2,3,2,5
42270907,658,2,private,1,1,16,3,0.0,0.22,16,0,0,16,1,1,5,1,False,1,1,2,1,2,5
42270908,659,2,private,1,1,10,2,0.0,0.2,10,0,0,10,1,1,5,2,False,1,1,2,3,2,5
42270911,660,2,private,1,1,262,161,84.4,19.19,60,28,6,88,1,1,6,1,True,1,2,2,1,2,4
42270912,661,2,private,1,1,83,20,6.4,1.43,64,0,0,64,1,1,6,2,True,1,2,2,2,2,4
42270974,662,1,transit,1,1,130,70,25.0,5.84,40,11,6,51,1,1,4,1,True,1,1,2,1,1,4
42270996,663,1,transit,1,1,113,69,14.8,5.57,30,12,4,42,1,1,4,2,True,1,1,2,1,1,4
42271015,664,1,transit,1,1,172,60,24.5,4.26,83,26,4,109,1,1,3,2,False,1,2,2,1,1,1
42271065,665,2,private,1,1,58,40,12.5,3.1,15,2,2,17,2,2,3,2,True,1,1,3,1,1,1
42271065,666,2,private,1,1,14,3,3.2,0.23,10,0,0,10,2,2,3,2,True,1,1,3,7,1,1
42271066,667,2,private,1,1,53,40,5.1,3.1,10,2,2,12,2,2,3,2,True,1,1,3,1,1,1
42271067,668,2,private,1,1,98,22,5.4,1.76,79,0,0,79,2,2,2,2,False,1,1,2,1,1,2
42271092,669,1,transit,1,1,96,72,14.8,5.67,26,5,2,31,1,1,5,2,True,1,1,2,1,2,3
42271140,670,1,transit,1,1,111,98,28.2,6.6,24,3,1,27,2,2,3,2,True,1,1,1,6,1,3
42271144,671,1,transit,1,1,54,18,6.4,1.32,28,3,2,31,1,1,2,2,True,0,1,4,2,0,1
42271162,672,1,transit,1,1,108,52,20.8,3.74,42,8,4,50,2,2,1,2,True,1,1,4,2,0,1
42271192,673,1,transit,1,1,162,66,25.0,5.45,64,14,4,78,1,1,4,1,True,1,1,2,1,1,4
42271243,674,1,transit,1,1,194,77,20.0,7.14,48,32,5,80,1,1,5,1,True,1,2,2,1,2,4
42271271,675,2,private,1,1,16,16,0.0,0.0,16,0,0,16,1,1,5,1,False,1,1,4,5,1,2
42271272,676,2,private,1,1,13,4,3.2,0.35,9,0,0,9,1,1,5,2,True,1,1,4,2,1,2
42271337,677,1,transit,1,1,254,167,70.0,19.45,40,26,6,66,2,1,2,1,True,1,1,4,6,1,1
42271395,678,2,private,1,1,9,2,0.0,0.16,9,0,0,9,1,1,5,1,True,1,1,2,11,1,5
42271395,679,2,private,1,1,23,4,3.2,0.31,19,0,0,19,1,1,5,1,True,1,1,2,2,1,5
42271423,680,1,transit,1,1,147,78,17.0,6.26,53,11,4,64,2,1,2,1,True,1,2,4,7,1,2
42280033,681,2,private,1,1,3,1,0.0,0.05,3,0,0,3,1,1,3,1,True,1,1,4,7,1,1
42280033,682,2,private,1,1,19,7,3.8,0.45,14,0,0,14,1,1,3,1,True,1,1,4,10,1,1
42280033,683,2,private,1,1,19,7,3.8,0.47,12,0,0,12,1,1,3,1,True,1,1,4,2,1,1
42280034,684,2,private,1,1,24,7,3.8,0.47,17,0,0,17,1,1,3,1,True,1,1,4,2,1,1
42280034,685,2,private,1,1,4,1,0.0,0.05,4,0,0,4,1,1,3,1,True,1,1,4,5,1,1
42280034,686,2,private,1,1,4,1,0.0,0.07,4,0,0,4,1,1,3,1,True,1,1,4,6,1,1
42280110,687,2,private,1,1,33,14,7.6,0.94,20,0,0,20,1,2,6,1,True,1,0,1,1,1,4
42280200,688,2,private,1,1,42,41,11.0,3.15,2,2,1,4,1,2,4,2,False,1,1,2,1,2,3
42280200,689,2,private,1,1,35,9,5.0,0.63,0,24,1,24,1,2,4,2,False,1,1,2,5,2,3
42280200,690,2,private,1,1,8,7,3.8,0.45,0,0,0,0,1,2,4,2,False,1,1,2,2,2,3
42280217,691,2,private,1,1,68,42,11.0,3.27,23,2,2,25,1,1,3,2,True,1,1,4,4,1,2
42280258,692,1,transit,1,1,17,7,3.8,0.45,10,0,0,10,1,1,1,1,False,1,1,4,2,1,2
42280369,693,1,transit,1,1,181,92,23.4,7.68,28,25,4,53,1,1,3,2,True,1,2,2,1,0,4
42280370,694,1,transit,1,1,205,90,26.9,7.15,68,14,5,82,1,1,3,2,True,1,2,2,5,0,4
42280430,695,2,private,1,1,82,46,12.4,3.83,9,7,2,16,1,1,3,2,True,1,2,2,1,2,3
42280523,696,2,private,1,1,127,62,22.0,4.86,38,19,4,57,1,1,3,1,False,1,1,3,1,2,4
42280588,697,1,transit,1,1,173,77,18.0,5.26,42,21,6,63,1,1,6,2,True,1,2,3,1,1,4
42280650,698,1,transit,1,1,126,68,20.6,3.17,31,14,5,45,2,1,5,1,True,1,1,2,1,1,5
42330479,699,2,private,1,1,118,40,18.0,2.82,44,14,3,58,1,1,3,2,True,1,2,2,1,1,1
42340104,700,2,private,1,1,28,9,4.0,0.67,17,0,0,17,1,1,4,2,False,1,1,3,2,2,2
42340125,701,2,private,1,1,148,66,26.6,5.38,28,17,4,45,1,1,3,1,True,1,1,3,6,1,2
42340126,702,2,private,1,1,52,18,8.0,1.29,34,0,0,34,1,1,3,1,True,1,1,3,1,1,2
42340126,703,2,private,1,1,52,18,8.0,1.29,34,0,0,34,1,1,3,1,True,1,1,3,1,1,2
42340126,704,2,private,1,1,161,60,25.4,4.25,53,20,5,73,1,1,3,1,True,1,1,3,3,1,2
42340129,705,2,private,1,1,29,9,8.8,0.63,18,0,0,18,1,1,3,1,False,1,1,3,2,1,4
42340129,706,2,private,1,1,54,16,8.8,1.05,18,14,1,32,1,1,3,1,False,1,1,3,6,1,4
42340130,707,2,private,1,1,56,18,17.6,1.26,36,0,0,36,1,1,3,1,False,1,1,3,1,1,4
42340159,708,2,private,1,1,12,1,2.2,0.11,11,0,0,11,2,1,4,2,True,1,1,2,1,1,2
42340159,709,2,private,1,1,72,6,8.0,0.48,27,3,2,30,2,1,4,2,True,1,1,2,1,1,2
42340221,710,2,private,1,1,68,30,8.8,2.33,22,4,1,26,1,1,6,1,True,1,1,3,1,2,4
42340223,711,2,private,1,1,50,6,8.4,1.42,42,0,0,42,1,1,2,1,False,1,1,2,1,1,1
42340325,712,2,private,1,1,177,53,20.0,3.7,119,6,2,125,2,1,4,1,True,1,1,3,1,1,1
42340373,713,2,private,1,1,4,2,0.0,0.22,4,0,0,4,1,1,2,2,False,0,1,4,6,0,1
42340423,714,1,transit,1,1,203,87,29.2,7.34,110,3,2,113,1,1,5,1,True,1,1,3,1,1,3
44630015,715,1,transit,1,1,232,104,74.0,13.58,46,38,3,84,1,1,4,1,True,1,1,3,1,1,5
44630037,716,2,private,1,1,227,108,70.0,14.04,36,27,5,63,1,1,6,1,True,1,1,2,1,2,4
44630038,717,2,private,1,1,106,40,8.0,2.64,50,11,2,61,1,1,6,2,False,1,1,2,1,2,4
44630160,718,1,transit,1,1,147,50,20.0,5.0,42,21,4,63,1,1,4,1,True,1,2,4,7,1,2
44630160,719,2,private,1,1,98,20,6.4,1.44,90,0,0,90,1,1,4,1,True,1,2,4,7,1,2
44630231,720,1,transit,1,1,206,119,71.0,14.14,51,27,6,78,1,1,6,2,True,0,2,2,1,0,1
44630249,721,2,private,1,1,72,35,18.4,2.64,28,4,2,32,2,2,3,2,True,1,1,2,1,1,1
44630329,722,2,private,1,1,10,5,0.0,0.36,10,0,0,10,1,1,2,1,False,1,1,3,7,2,2
44630329,723,2,private,1,1,35,14,4.0,0.99,28,0,0,28,1,1,2,1,False,1,1,3,2,2,2
44630344,724,2,private,1,1,100,50,22.8,4.01,54,1,1,55,1,1,5,1,True,1,2,3,1,1,5
44630344,725,2,private,1,1,82,22,15.2,1.54,21,24,2,45,1,1,5,1,True,1,2,3,1,1,5
44630344,726,1,transit,1,1,54,18,8.0,1.21,28,6,1,34,1,1,5,1,True,1,2,3,1,1,5
44630393,727,2,private,1,1,48,17,7.4,1.38,13,9,1,22,2,1,3,2,False,1,1,3,1,1,2
44630394,728,2,private,1,1,48,17,7.4,1.38,13,9,1,22,2,1,3,2,False,1,1,3,1,1,2
44630465,729,2,private,1,1,181,93,31.6,10.27,42,77,6,119,1,1,6,1,True,1,2,3,1,2,4
44630507,730,2,private,1,1,194,63,17.4,5.97,45,32,6,77,1,1,3,1,False,1,1,3,1,2,2
44630513,731,2,private,1,1,94,28,16.4,2.26,65,0,0,65,1,1,2,2,False,1,1,4,4,1,1
44630670,732,2,private,1,1,172,52,17.6,4.48,72,14,4,86,1,1,6,2,True,1,1,2,1,2,4
44630671,733,2,private,1,1,158,52,17.6,4.48,59,26,4,85,1,1,6,1,False,1,3,3,1,2,4
44640015,734,1,transit,1,1,113,46,19.2,4.65,42,0,3,42,1,1,4,2,True,1,1,2,1,2,4
44640053,735,2,private,1,1,27,11,5.0,0.78,17,0,0,17,1,2,4,1,False,1,3,2,1,2,4
44640054,736,2,private,1,1,31,11,5.0,0.74,24,0,0,24,1,2,4,2,False,1,3,2,1,2,4
44640117,737,1,transit,1,1,123,44,19.2,4.61,34,14,5,48,1,1,6,1,True,1,2,3,1,2,4
44640148,738,1,transit,1,1,63,39,14.6,4.77,10,16,1,26,1,1,5,1,True,1,1,3,1,1,3
